browser,shell,route,theme,breakpoint,width,height,result,contrast,interactiveContrast,overflow_px,scrollable,reason,evidence
chromium,marketing,/docs,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/tablet/kinetic/marketing-docs.png
chromium,marketing,/docs,soft,desktop,1280,800,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/desktop/soft/marketing-docs.png
chromium,marketing,/docs,soft,mobile-s,375,667,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/soft/marketing-docs.png
chromium,marketing,/docs,soft,tablet,768,1024,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/tablet/soft/marketing-docs.png
chromium,marketing,/features,bento,desktop,1280,800,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/desktop/bento/marketing-features.png
chromium,marketing,/features,bento,mobile-s,375,667,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/mobile-s/bento/marketing-features.png
chromium,marketing,/features,bento,tablet,768,1024,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/tablet/bento/marketing-features.png
chromium,marketing,/features,brutal,desktop,1280,800,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/desktop/brutal/marketing-features.png
chromium,marketing,/features,brutal,mobile-s,375,667,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/marketing-features.png
chromium,marketing,/features,brutal,tablet,768,1024,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/tablet/brutal/marketing-features.png
chromium,marketing,/features,copilot,desktop,1280,800,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/desktop/copilot/marketing-features.png
chromium,marketing,/features,copilot,mobile-s,375,667,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/marketing-features.png
chromium,marketing,/features,copilot,tablet,768,1024,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/tablet/copilot/marketing-features.png
chromium,marketing,/features,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/desktop/cyber/marketing-features.png
chromium,marketing,/features,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/marketing-features.png
chromium,marketing,/features,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/tablet/cyber/marketing-features.png
chromium,marketing,/features,earthy,desktop,1280,800,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/desktop/earthy/marketing-features.png
chromium,marketing,/features,earthy,mobile-s,375,667,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/marketing-features.png
chromium,marketing,/features,earthy,tablet,768,1024,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/tablet/earthy/marketing-features.png
chromium,marketing,/features,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/marketing-features.png
chromium,marketing,/features,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/marketing-features.png
chromium,marketing,/features,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/marketing-features.png
chromium,marketing,/features,kinetic,desktop,1280,800,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/desktop/kinetic/marketing-features.png
chromium,marketing,/features,kinetic,mobile-s,375,667,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/marketing-features.png
chromium,marketing,/features,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/tablet/kinetic/marketing-features.png
chromium,marketing,/features,soft,desktop,1280,800,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/desktop/soft/marketing-features.png
chromium,marketing,/features,soft,mobile-s,375,667,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/soft/marketing-features.png
chromium,marketing,/features,soft,tablet,768,1024,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/tablet/soft/marketing-features.png
chromium,auth,/forgot-password,bento,desktop,1280,800,PASS,14.87,16.91,0,False,,docs/audits/evidence/chromium/desktop/bento/auth-forgot.png
chromium,auth,/forgot-password,bento,mobile-s,375,667,PASS,14.87,16.91,0,False,,docs/audits/evidence/chromium/mobile-s/bento/auth-forgot.png
chromium,auth,/forgot-password,bento,tablet,768,1024,PASS,14.87,16.91,0,False,,docs/audits/evidence/chromium/tablet/bento/auth-forgot.png
chromium,auth,/forgot-password,brutal,desktop,1280,800,PASS,17.51,1,0,False,,docs/audits/evidence/chromium/desktop/brutal/auth-forgot.png
chromium,auth,/forgot-password,brutal,mobile-s,375,667,PASS,17.51,1,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/auth-forgot.png
chromium,auth,/forgot-password,brutal,tablet,768,1024,PASS,17.51,1,0,False,,docs/audits/evidence/chromium/tablet/brutal/auth-forgot.png
chromium,auth,/forgot-password,copilot,desktop,1280,800,PASS,16.67,5.9,0,False,,docs/audits/evidence/chromium/desktop/copilot/auth-forgot.png
chromium,auth,/forgot-password,copilot,mobile-s,375,667,PASS,16.67,5.9,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/auth-forgot.png
chromium,auth,/forgot-password,copilot,tablet,768,1024,PASS,16.67,5.9,0,False,,docs/audits/evidence/chromium/tablet/copilot/auth-forgot.png
chromium,auth,/forgot-password,cyber,desktop,1280,800,PASS,20.67,3.77,0,False,,docs/audits/evidence/chromium/desktop/cyber/auth-forgot.png
chromium,auth,/forgot-password,cyber,mobile-s,375,667,PASS,20.67,3.77,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/auth-forgot.png
chromium,auth,/forgot-password,cyber,tablet,768,1024,PASS,20.67,3.77,0,False,,docs/audits/evidence/chromium/tablet/cyber/auth-forgot.png
chromium,auth,/forgot-password,earthy,desktop,1280,800,PASS,12.17,4.78,0,False,,docs/audits/evidence/chromium/desktop/earthy/auth-forgot.png
chromium,auth,/forgot-password,earthy,mobile-s,375,667,PASS,12.17,4.78,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/auth-forgot.png
chromium,auth,/forgot-password,earthy,tablet,768,1024,PASS,12.17,4.78,0,False,,docs/audits/evidence/chromium/tablet/earthy/auth-forgot.png
chromium,auth,/forgot-password,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/auth-forgot.png
chromium,auth,/forgot-password,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/auth-forgot.png
chromium,auth,/forgot-password,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/auth-forgot.png
chromium,auth,/forgot-password,kinetic,desktop,1280,800,PASS,16.64,4.73,0,False,,docs/audits/evidence/chromium/desktop/kinetic/auth-forgot.png
chromium,auth,/forgot-password,kinetic,mobile-s,375,667,PASS,16.64,4.73,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/auth-forgot.png
chromium,auth,/forgot-password,kinetic,tablet,768,1024,PASS,16.64,4.73,0,False,,docs/audits/evidence/chromium/tablet/kinetic/auth-forgot.png
chromium,auth,/forgot-password,soft,desktop,1280,800,PASS,10.93,5.33,0,False,,docs/audits/evidence/chromium/desktop/soft/auth-forgot.png
chromium,auth,/forgot-password,soft,mobile-s,375,667,PASS,10.93,5.33,0,False,,docs/audits/evidence/chromium/mobile-s/soft/auth-forgot.png
chromium,auth,/forgot-password,soft,tablet,768,1024,PASS,10.93,5.33,0,False,,docs/audits/evidence/chromium/tablet/soft/auth-forgot.png
chromium,marketing,/guides,bento,desktop,1280,800,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/desktop/bento/marketing-guides.png
chromium,marketing,/guides,bento,mobile-s,375,667,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/mobile-s/bento/marketing-guides.png
chromium,marketing,/guides,bento,tablet,768,1024,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/tablet/bento/marketing-guides.png
chromium,marketing,/guides,brutal,desktop,1280,800,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/desktop/brutal/marketing-guides.png
chromium,marketing,/guides,brutal,mobile-s,375,667,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/marketing-guides.png
chromium,marketing,/guides,brutal,tablet,768,1024,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/tablet/brutal/marketing-guides.png
chromium,marketing,/guides,copilot,desktop,1280,800,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/desktop/copilot/marketing-guides.png
chromium,marketing,/guides,copilot,mobile-s,375,667,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/marketing-guides.png
chromium,marketing,/guides,copilot,tablet,768,1024,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/tablet/copilot/marketing-guides.png
chromium,marketing,/guides,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/desktop/cyber/marketing-guides.png
chromium,marketing,/guides,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/marketing-guides.png
chromium,marketing,/guides,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/tablet/cyber/marketing-guides.png
chromium,marketing,/guides,earthy,desktop,1280,800,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/desktop/earthy/marketing-guides.png
chromium,marketing,/guides,earthy,mobile-s,375,667,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/marketing-guides.png
chromium,marketing,/guides,earthy,tablet,768,1024,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/tablet/earthy/marketing-guides.png
chromium,marketing,/guides,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/marketing-guides.png
chromium,marketing,/guides,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/marketing-guides.png
chromium,marketing,/guides,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/marketing-guides.png
chromium,marketing,/guides,kinetic,desktop,1280,800,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/desktop/kinetic/marketing-guides.png
chromium,marketing,/guides,kinetic,mobile-s,375,667,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/marketing-guides.png
chromium,marketing,/guides,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/tablet/kinetic/marketing-guides.png
chromium,marketing,/guides,soft,desktop,1280,800,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/desktop/soft/marketing-guides.png
chromium,marketing,/guides,soft,mobile-s,375,667,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/soft/marketing-guides.png
chromium,marketing,/guides,soft,tablet,768,1024,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/tablet/soft/marketing-guides.png
chromium,marketing,/legal/dpa,bento,desktop,1280,800,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/desktop/bento/marketing-dpa.png
chromium,marketing,/legal/dpa,bento,mobile-s,375,667,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/mobile-s/bento/marketing-dpa.png
chromium,marketing,/legal/dpa,bento,tablet,768,1024,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/tablet/bento/marketing-dpa.png
chromium,marketing,/legal/dpa,brutal,desktop,1280,800,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/desktop/brutal/marketing-dpa.png
chromium,marketing,/legal/dpa,brutal,mobile-s,375,667,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/marketing-dpa.png
chromium,marketing,/legal/dpa,brutal,tablet,768,1024,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/tablet/brutal/marketing-dpa.png
chromium,marketing,/legal/dpa,copilot,desktop,1280,800,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/desktop/copilot/marketing-dpa.png
chromium,marketing,/legal/dpa,copilot,mobile-s,375,667,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/marketing-dpa.png
chromium,marketing,/legal/dpa,copilot,tablet,768,1024,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/tablet/copilot/marketing-dpa.png
chromium,marketing,/legal/dpa,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/desktop/cyber/marketing-dpa.png
chromium,marketing,/legal/dpa,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/marketing-dpa.png
chromium,marketing,/legal/dpa,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/tablet/cyber/marketing-dpa.png
chromium,marketing,/legal/dpa,earthy,desktop,1280,800,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/desktop/earthy/marketing-dpa.png
chromium,marketing,/legal/dpa,earthy,mobile-s,375,667,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/marketing-dpa.png
chromium,marketing,/legal/dpa,earthy,tablet,768,1024,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/tablet/earthy/marketing-dpa.png
chromium,marketing,/legal/dpa,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/marketing-dpa.png
chromium,marketing,/legal/dpa,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/marketing-dpa.png
chromium,marketing,/legal/dpa,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/marketing-dpa.png
chromium,marketing,/legal/dpa,kinetic,desktop,1280,800,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/desktop/kinetic/marketing-dpa.png
chromium,marketing,/legal/dpa,kinetic,mobile-s,375,667,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/marketing-dpa.png
chromium,marketing,/legal/dpa,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/tablet/kinetic/marketing-dpa.png
chromium,marketing,/legal/dpa,soft,desktop,1280,800,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/desktop/soft/marketing-dpa.png
chromium,marketing,/legal/dpa,soft,mobile-s,375,667,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/soft/marketing-dpa.png
chromium,marketing,/legal/dpa,soft,tablet,768,1024,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/tablet/soft/marketing-dpa.png
chromium,marketing,/legal/privacy,bento,desktop,1280,800,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/desktop/bento/marketing-privacy.png
chromium,marketing,/legal/privacy,bento,mobile-s,375,667,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/mobile-s/bento/marketing-privacy.png
chromium,marketing,/legal/privacy,bento,tablet,768,1024,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/tablet/bento/marketing-privacy.png
chromium,marketing,/legal/privacy,brutal,desktop,1280,800,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/desktop/brutal/marketing-privacy.png
chromium,marketing,/legal/privacy,brutal,mobile-s,375,667,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/marketing-privacy.png
chromium,marketing,/legal/privacy,brutal,tablet,768,1024,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/tablet/brutal/marketing-privacy.png
chromium,marketing,/legal/privacy,copilot,desktop,1280,800,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/desktop/copilot/marketing-privacy.png
chromium,marketing,/legal/privacy,copilot,mobile-s,375,667,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/marketing-privacy.png
chromium,marketing,/legal/privacy,copilot,tablet,768,1024,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/tablet/copilot/marketing-privacy.png
chromium,marketing,/legal/privacy,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/desktop/cyber/marketing-privacy.png
chromium,marketing,/legal/privacy,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/marketing-privacy.png
chromium,marketing,/legal/privacy,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/tablet/cyber/marketing-privacy.png
chromium,marketing,/legal/privacy,earthy,desktop,1280,800,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/desktop/earthy/marketing-privacy.png
chromium,marketing,/legal/privacy,earthy,mobile-s,375,667,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/marketing-privacy.png
chromium,marketing,/legal/privacy,earthy,tablet,768,1024,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/tablet/earthy/marketing-privacy.png
chromium,marketing,/legal/privacy,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/marketing-privacy.png
chromium,marketing,/legal/privacy,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/marketing-privacy.png
chromium,marketing,/legal/privacy,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/marketing-privacy.png
chromium,marketing,/legal/privacy,kinetic,desktop,1280,800,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/desktop/kinetic/marketing-privacy.png
chromium,marketing,/legal/privacy,kinetic,mobile-s,375,667,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/marketing-privacy.png
chromium,marketing,/legal/privacy,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/tablet/kinetic/marketing-privacy.png
chromium,marketing,/legal/privacy,soft,desktop,1280,800,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/desktop/soft/marketing-privacy.png
chromium,marketing,/legal/privacy,soft,mobile-s,375,667,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/soft/marketing-privacy.png
chromium,marketing,/legal/privacy,soft,tablet,768,1024,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/tablet/soft/marketing-privacy.png
chromium,marketing,/legal/sla,bento,desktop,1280,800,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/desktop/bento/marketing-sla.png
chromium,marketing,/legal/sla,bento,mobile-s,375,667,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/mobile-s/bento/marketing-sla.png
chromium,marketing,/legal/sla,bento,tablet,768,1024,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/tablet/bento/marketing-sla.png
chromium,marketing,/legal/sla,brutal,desktop,1280,800,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/desktop/brutal/marketing-sla.png
chromium,marketing,/legal/sla,brutal,mobile-s,375,667,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/marketing-sla.png
chromium,marketing,/legal/sla,brutal,tablet,768,1024,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/tablet/brutal/marketing-sla.png
chromium,marketing,/legal/sla,copilot,desktop,1280,800,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/desktop/copilot/marketing-sla.png
chromium,marketing,/legal/sla,copilot,mobile-s,375,667,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/marketing-sla.png
chromium,marketing,/legal/sla,copilot,tablet,768,1024,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/tablet/copilot/marketing-sla.png
chromium,marketing,/legal/sla,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/desktop/cyber/marketing-sla.png
chromium,marketing,/legal/sla,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/marketing-sla.png
chromium,marketing,/legal/sla,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/tablet/cyber/marketing-sla.png
chromium,marketing,/legal/sla,earthy,desktop,1280,800,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/desktop/earthy/marketing-sla.png
chromium,marketing,/legal/sla,earthy,mobile-s,375,667,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/marketing-sla.png
chromium,marketing,/legal/sla,earthy,tablet,768,1024,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/tablet/earthy/marketing-sla.png
chromium,marketing,/legal/sla,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/marketing-sla.png
chromium,marketing,/legal/sla,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/marketing-sla.png
chromium,marketing,/legal/sla,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/marketing-sla.png
chromium,marketing,/legal/sla,kinetic,desktop,1280,800,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/desktop/kinetic/marketing-sla.png
chromium,marketing,/legal/sla,kinetic,mobile-s,375,667,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/marketing-sla.png
chromium,marketing,/legal/sla,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/tablet/kinetic/marketing-sla.png
chromium,marketing,/legal/sla,soft,desktop,1280,800,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/desktop/soft/marketing-sla.png
chromium,marketing,/legal/sla,soft,mobile-s,375,667,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/soft/marketing-sla.png
chromium,marketing,/legal/sla,soft,tablet,768,1024,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/tablet/soft/marketing-sla.png
chromium,marketing,/legal/terms,bento,desktop,1280,800,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/desktop/bento/marketing-terms.png
chromium,marketing,/legal/terms,bento,mobile-s,375,667,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/mobile-s/bento/marketing-terms.png
chromium,marketing,/legal/terms,bento,tablet,768,1024,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/tablet/bento/marketing-terms.png
chromium,marketing,/legal/terms,brutal,desktop,1280,800,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/desktop/brutal/marketing-terms.png
chromium,marketing,/legal/terms,brutal,mobile-s,375,667,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/marketing-terms.png
chromium,marketing,/legal/terms,brutal,tablet,768,1024,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/tablet/brutal/marketing-terms.png
chromium,marketing,/legal/terms,copilot,desktop,1280,800,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/desktop/copilot/marketing-terms.png
chromium,marketing,/legal/terms,copilot,mobile-s,375,667,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/marketing-terms.png
chromium,marketing,/legal/terms,copilot,tablet,768,1024,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/tablet/copilot/marketing-terms.png
chromium,marketing,/legal/terms,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/desktop/cyber/marketing-terms.png
chromium,marketing,/legal/terms,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/marketing-terms.png
chromium,marketing,/legal/terms,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/tablet/cyber/marketing-terms.png
chromium,marketing,/legal/terms,earthy,desktop,1280,800,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/desktop/earthy/marketing-terms.png
chromium,marketing,/legal/terms,earthy,mobile-s,375,667,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/marketing-terms.png
chromium,marketing,/legal/terms,earthy,tablet,768,1024,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/tablet/earthy/marketing-terms.png
chromium,marketing,/legal/terms,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/marketing-terms.png
chromium,marketing,/legal/terms,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/marketing-terms.png
chromium,marketing,/legal/terms,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/marketing-terms.png
chromium,marketing,/legal/terms,kinetic,desktop,1280,800,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/desktop/kinetic/marketing-terms.png
chromium,marketing,/legal/terms,kinetic,mobile-s,375,667,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/marketing-terms.png
chromium,marketing,/legal/terms,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/tablet/kinetic/marketing-terms.png
chromium,marketing,/legal/terms,soft,desktop,1280,800,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/desktop/soft/marketing-terms.png
chromium,marketing,/legal/terms,soft,mobile-s,375,667,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/soft/marketing-terms.png
chromium,marketing,/legal/terms,soft,tablet,768,1024,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/tablet/soft/marketing-terms.png
chromium,auth,/login,bento,desktop,1280,800,PASS,14.87,16.91,0,False,,docs/audits/evidence/chromium/desktop/bento/auth-login.png
chromium,auth,/login,bento,mobile-s,375,667,PASS,14.87,16.91,0,False,,docs/audits/evidence/chromium/mobile-s/bento/auth-login.png
chromium,auth,/login,bento,tablet,768,1024,PASS,14.87,16.91,0,False,,docs/audits/evidence/chromium/tablet/bento/auth-login.png
chromium,auth,/login,brutal,desktop,1280,800,PASS,17.51,1,0,False,,docs/audits/evidence/chromium/desktop/brutal/auth-login.png
chromium,auth,/login,brutal,mobile-s,375,667,PASS,17.51,1,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/auth-login.png
chromium,auth,/login,brutal,tablet,768,1024,PASS,17.51,1,0,False,,docs/audits/evidence/chromium/tablet/brutal/auth-login.png
chromium,auth,/login,copilot,desktop,1280,800,PASS,16.67,5.9,0,False,,docs/audits/evidence/chromium/desktop/copilot/auth-login.png
chromium,auth,/login,copilot,mobile-s,375,667,PASS,16.67,5.9,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/auth-login.png
chromium,auth,/login,copilot,tablet,768,1024,PASS,16.67,5.9,0,False,,docs/audits/evidence/chromium/tablet/copilot/auth-login.png
chromium,auth,/login,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/desktop/cyber/auth-login.png
chromium,auth,/login,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/auth-login.png
chromium,auth,/login,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/tablet/cyber/auth-login.png
chromium,auth,/login,earthy,desktop,1280,800,PASS,12.17,4.78,0,False,,docs/audits/evidence/chromium/desktop/earthy/auth-login.png
chromium,auth,/login,earthy,mobile-s,375,667,PASS,12.17,4.78,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/auth-login.png
