browser,shell,route,theme,breakpoint,width,height,result,contrast,interactiveContrast,overflow_px,scrollable,reason,evidence
chromium,auth,/login,earthy,tablet,768,1024,PASS,12.17,4.78,0,False,,docs/audits/evidence/chromium/tablet/earthy/auth-login.png
chromium,auth,/login,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/auth-login.png
chromium,auth,/login,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/auth-login.png
chromium,auth,/login,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/auth-login.png
chromium,auth,/login,kinetic,desktop,1280,800,PASS,16.64,4.73,0,False,,docs/audits/evidence/chromium/desktop/kinetic/auth-login.png
chromium,auth,/login,kinetic,mobile-s,375,667,PASS,16.64,4.73,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/auth-login.png
chromium,auth,/login,kinetic,tablet,768,1024,PASS,16.64,4.73,0,False,,docs/audits/evidence/chromium/tablet/kinetic/auth-login.png
chromium,auth,/login,soft,desktop,1280,800,PASS,10.93,5.33,0,False,,docs/audits/evidence/chromium/desktop/soft/auth-login.png
chromium,auth,/login,soft,mobile-s,375,667,PASS,10.93,5.33,0,False,,docs/audits/evidence/chromium/mobile-s/soft/auth-login.png
chromium,auth,/login,soft,tablet,768,1024,PASS,10.93,5.33,0,False,,docs/audits/evidence/chromium/tablet/soft/auth-login.png
chromium,personal,/me/settings/appearance,bento,desktop,1280,800,PASS,14.87,7.46,0,False,,docs/audits/evidence/chromium/desktop/bento/personal-appearance.png
chromium,personal,/me/settings/appearance,bento,mobile-s,375,667,PASS,14.87,7.46,0,False,,docs/audits/evidence/chromium/mobile-s/bento/personal-appearance.png
chromium,personal,/me/settings/appearance,bento,tablet,768,1024,PASS,14.87,7.46,0,False,,docs/audits/evidence/chromium/tablet/bento/personal-appearance.png
chromium,personal,/me/settings/appearance,brutal,desktop,1280,800,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/desktop/brutal/personal-appearance.png
chromium,personal,/me/settings/appearance,brutal,mobile-s,375,667,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/personal-appearance.png
chromium,personal,/me/settings/appearance,brutal,tablet,768,1024,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/tablet/brutal/personal-appearance.png
chromium,personal,/me/settings/appearance,copilot,desktop,1280,800,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/desktop/copilot/personal-appearance.png
chromium,personal,/me/settings/appearance,copilot,mobile-s,375,667,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/personal-appearance.png
chromium,personal,/me/settings/appearance,copilot,tablet,768,1024,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/tablet/copilot/personal-appearance.png
chromium,personal,/me/settings/appearance,cyber,desktop,1280,800,PASS,20.67,2.68,0,False,,docs/audits/evidence/chromium/desktop/cyber/personal-appearance.png
chromium,personal,/me/settings/appearance,cyber,mobile-s,375,667,PASS,20.67,2.68,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/personal-appearance.png
chromium,personal,/me/settings/appearance,cyber,tablet,768,1024,PASS,20.67,2.68,0,False,,docs/audits/evidence/chromium/tablet/cyber/personal-appearance.png
chromium,personal,/me/settings/appearance,earthy,desktop,1280,800,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/desktop/earthy/personal-appearance.png
chromium,personal,/me/settings/appearance,earthy,mobile-s,375,667,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/personal-appearance.png
chromium,personal,/me/settings/appearance,earthy,tablet,768,1024,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/tablet/earthy/personal-appearance.png
chromium,personal,/me/settings/appearance,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/personal-appearance.png
chromium,personal,/me/settings/appearance,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/personal-appearance.png
chromium,personal,/me/settings/appearance,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/personal-appearance.png
chromium,personal,/me/settings/appearance,kinetic,desktop,1280,800,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/desktop/kinetic/personal-appearance.png
chromium,personal,/me/settings/appearance,kinetic,mobile-s,375,667,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/personal-appearance.png
chromium,personal,/me/settings/appearance,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/tablet/kinetic/personal-appearance.png
chromium,personal,/me/settings/appearance,soft,desktop,1280,800,PASS,10.93,5.8,0,False,,docs/audits/evidence/chromium/desktop/soft/personal-appearance.png
chromium,personal,/me/settings/appearance,soft,mobile-s,375,667,PASS,10.93,5.8,0,False,,docs/audits/evidence/chromium/mobile-s/soft/personal-appearance.png
chromium,personal,/me/settings/appearance,soft,tablet,768,1024,PASS,10.93,5.8,0,False,,docs/audits/evidence/chromium/tablet/soft/personal-appearance.png
chromium,marketing,/pricing,bento,desktop,1280,800,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/desktop/bento/marketing-pricing.png
chromium,marketing,/pricing,bento,mobile-s,375,667,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/mobile-s/bento/marketing-pricing.png
chromium,marketing,/pricing,bento,tablet,768,1024,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/tablet/bento/marketing-pricing.png
chromium,marketing,/pricing,brutal,desktop,1280,800,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/desktop/brutal/marketing-pricing.png
chromium,marketing,/pricing,brutal,mobile-s,375,667,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/marketing-pricing.png
chromium,marketing,/pricing,brutal,tablet,768,1024,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/tablet/brutal/marketing-pricing.png
chromium,marketing,/pricing,copilot,desktop,1280,800,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/desktop/copilot/marketing-pricing.png
chromium,marketing,/pricing,copilot,mobile-s,375,667,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/marketing-pricing.png
chromium,marketing,/pricing,copilot,tablet,768,1024,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/tablet/copilot/marketing-pricing.png
chromium,marketing,/pricing,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/desktop/cyber/marketing-pricing.png
chromium,marketing,/pricing,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/marketing-pricing.png
chromium,marketing,/pricing,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/tablet/cyber/marketing-pricing.png
chromium,marketing,/pricing,earthy,desktop,1280,800,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/desktop/earthy/marketing-pricing.png
chromium,marketing,/pricing,earthy,mobile-s,375,667,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/marketing-pricing.png
chromium,marketing,/pricing,earthy,tablet,768,1024,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/tablet/earthy/marketing-pricing.png
chromium,marketing,/pricing,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/marketing-pricing.png
chromium,marketing,/pricing,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/marketing-pricing.png
chromium,marketing,/pricing,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/marketing-pricing.png
chromium,marketing,/pricing,kinetic,desktop,1280,800,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/desktop/kinetic/marketing-pricing.png
chromium,marketing,/pricing,kinetic,mobile-s,375,667,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/marketing-pricing.png
chromium,marketing,/pricing,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/tablet/kinetic/marketing-pricing.png
chromium,marketing,/pricing,soft,desktop,1280,800,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/desktop/soft/marketing-pricing.png
chromium,marketing,/pricing,soft,mobile-s,375,667,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/soft/marketing-pricing.png
chromium,marketing,/pricing,soft,tablet,768,1024,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/tablet/soft/marketing-pricing.png
chromium,auth,/signup,bento,desktop,1280,800,PASS,14.87,16.91,0,False,,docs/audits/evidence/chromium/desktop/bento/auth-signup.png
chromium,auth,/signup,bento,mobile-s,375,667,PASS,14.87,16.91,0,False,,docs/audits/evidence/chromium/mobile-s/bento/auth-signup.png
chromium,auth,/signup,bento,tablet,768,1024,PASS,14.87,16.91,0,False,,docs/audits/evidence/chromium/tablet/bento/auth-signup.png
chromium,auth,/signup,brutal,desktop,1280,800,PASS,17.51,1,0,False,,docs/audits/evidence/chromium/desktop/brutal/auth-signup.png
chromium,auth,/signup,brutal,mobile-s,375,667,PASS,17.51,1,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/auth-signup.png
chromium,auth,/signup,brutal,tablet,768,1024,PASS,17.51,1,0,False,,docs/audits/evidence/chromium/tablet/brutal/auth-signup.png
chromium,auth,/signup,copilot,desktop,1280,800,PASS,16.67,5.9,0,False,,docs/audits/evidence/chromium/desktop/copilot/auth-signup.png
chromium,auth,/signup,copilot,mobile-s,375,667,PASS,16.67,5.9,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/auth-signup.png
chromium,auth,/signup,copilot,tablet,768,1024,PASS,16.67,5.9,0,False,,docs/audits/evidence/chromium/tablet/copilot/auth-signup.png
chromium,auth,/signup,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/desktop/cyber/auth-signup.png
chromium,auth,/signup,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/auth-signup.png
chromium,auth,/signup,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/tablet/cyber/auth-signup.png
chromium,auth,/signup,earthy,desktop,1280,800,PASS,12.17,4.78,0,False,,docs/audits/evidence/chromium/desktop/earthy/auth-signup.png
chromium,auth,/signup,earthy,mobile-s,375,667,PASS,12.17,4.78,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/auth-signup.png
chromium,auth,/signup,earthy,tablet,768,1024,PASS,12.17,4.78,0,False,,docs/audits/evidence/chromium/tablet/earthy/auth-signup.png
chromium,auth,/signup,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/auth-signup.png
chromium,auth,/signup,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/auth-signup.png
chromium,auth,/signup,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/auth-signup.png
chromium,auth,/signup,kinetic,desktop,1280,800,PASS,16.64,4.73,0,False,,docs/audits/evidence/chromium/desktop/kinetic/auth-signup.png
chromium,auth,/signup,kinetic,mobile-s,375,667,PASS,16.64,4.73,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/auth-signup.png
chromium,auth,/signup,kinetic,tablet,768,1024,PASS,16.64,4.73,0,False,,docs/audits/evidence/chromium/tablet/kinetic/auth-signup.png
chromium,auth,/signup,soft,desktop,1280,800,PASS,10.93,5.33,0,False,,docs/audits/evidence/chromium/desktop/soft/auth-signup.png
chromium,auth,/signup,soft,mobile-s,375,667,PASS,10.93,5.33,0,False,,docs/audits/evidence/chromium/mobile-s/soft/auth-signup.png
chromium,auth,/signup,soft,tablet,768,1024,PASS,10.93,5.33,0,False,,docs/audits/evidence/chromium/tablet/soft/auth-signup.png
chromium,marketing,/solutions,bento,desktop,1280,800,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/desktop/bento/marketing-solutions.png
chromium,marketing,/solutions,bento,mobile-s,375,667,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/mobile-s/bento/marketing-solutions.png
chromium,marketing,/solutions,bento,tablet,768,1024,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/tablet/bento/marketing-solutions.png
chromium,marketing,/solutions,brutal,desktop,1280,800,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/desktop/brutal/marketing-solutions.png
chromium,marketing,/solutions,brutal,mobile-s,375,667,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/marketing-solutions.png
chromium,marketing,/solutions,brutal,tablet,768,1024,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/tablet/brutal/marketing-solutions.png
chromium,marketing,/solutions,copilot,desktop,1280,800,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/desktop/copilot/marketing-solutions.png
chromium,marketing,/solutions,copilot,mobile-s,375,667,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/marketing-solutions.png
chromium,marketing,/solutions,copilot,tablet,768,1024,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/tablet/copilot/marketing-solutions.png
chromium,marketing,/solutions,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/desktop/cyber/marketing-solutions.png
chromium,marketing,/solutions,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/marketing-solutions.png
chromium,marketing,/solutions,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/tablet/cyber/marketing-solutions.png
chromium,marketing,/solutions,earthy,desktop,1280,800,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/desktop/earthy/marketing-solutions.png
chromium,marketing,/solutions,earthy,mobile-s,375,667,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/marketing-solutions.png
chromium,marketing,/solutions,earthy,tablet,768,1024,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/tablet/earthy/marketing-solutions.png
chromium,marketing,/solutions,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/marketing-solutions.png
chromium,marketing,/solutions,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/marketing-solutions.png
chromium,marketing,/solutions,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/marketing-solutions.png
chromium,marketing,/solutions,kinetic,desktop,1280,800,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/desktop/kinetic/marketing-solutions.png
chromium,marketing,/solutions,kinetic,mobile-s,375,667,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/marketing-solutions.png
chromium,marketing,/solutions,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/tablet/kinetic/marketing-solutions.png
chromium,marketing,/solutions,soft,desktop,1280,800,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/desktop/soft/marketing-solutions.png
chromium,marketing,/solutions,soft,mobile-s,375,667,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/soft/marketing-solutions.png
chromium,marketing,/solutions,soft,tablet,768,1024,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/tablet/soft/marketing-solutions.png
chromium,marketing,/solutions/atlvs,bento,desktop,1280,800,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/desktop/bento/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,bento,mobile-s,375,667,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/mobile-s/bento/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,bento,tablet,768,1024,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/tablet/bento/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,brutal,desktop,1280,800,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/desktop/brutal/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,brutal,mobile-s,375,667,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,brutal,tablet,768,1024,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/tablet/brutal/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,copilot,desktop,1280,800,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/desktop/copilot/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,copilot,mobile-s,375,667,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,copilot,tablet,768,1024,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/tablet/copilot/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/desktop/cyber/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/tablet/cyber/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,earthy,desktop,1280,800,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/desktop/earthy/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,earthy,mobile-s,375,667,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,earthy,tablet,768,1024,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/tablet/earthy/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,kinetic,desktop,1280,800,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/desktop/kinetic/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,kinetic,mobile-s,375,667,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/tablet/kinetic/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,soft,desktop,1280,800,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/desktop/soft/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,soft,mobile-s,375,667,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/soft/marketing-solutions-atlvs.png
chromium,marketing,/solutions/atlvs,soft,tablet,768,1024,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/tablet/soft/marketing-solutions-atlvs.png
chromium,marketing,/solutions/compvss,bento,desktop,1280,800,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/desktop/bento/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,bento,mobile-s,375,667,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/mobile-s/bento/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,bento,tablet,768,1024,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/tablet/bento/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,brutal,desktop,1280,800,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/desktop/brutal/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,brutal,mobile-s,375,667,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,brutal,tablet,768,1024,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/tablet/brutal/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,copilot,desktop,1280,800,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/desktop/copilot/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,copilot,mobile-s,375,667,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,copilot,tablet,768,1024,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/tablet/copilot/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/desktop/cyber/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/tablet/cyber/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,earthy,desktop,1280,800,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/desktop/earthy/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,earthy,mobile-s,375,667,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,earthy,tablet,768,1024,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/tablet/earthy/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,kinetic,desktop,1280,800,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/desktop/kinetic/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,kinetic,mobile-s,375,667,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/tablet/kinetic/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,soft,desktop,1280,800,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/desktop/soft/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,soft,mobile-s,375,667,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/soft/marketing-solutions-compvss.png
chromium,marketing,/solutions/compvss,soft,tablet,768,1024,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/tablet/soft/marketing-solutions-compvss.png
chromium,marketing,/solutions/gvteway,bento,desktop,1280,800,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/desktop/bento/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,bento,mobile-s,375,667,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/mobile-s/bento/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,bento,tablet,768,1024,PASS,14.87,9.74,0,False,,docs/audits/evidence/chromium/tablet/bento/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,brutal,desktop,1280,800,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/desktop/brutal/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,brutal,mobile-s,375,667,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/mobile-s/brutal/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,brutal,tablet,768,1024,PASS,17.51,1.2,0,False,,docs/audits/evidence/chromium/tablet/brutal/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,copilot,desktop,1280,800,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/desktop/copilot/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,copilot,mobile-s,375,667,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/copilot/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,copilot,tablet,768,1024,PASS,16.67,6.15,0,False,,docs/audits/evidence/chromium/tablet/copilot/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,cyber,desktop,1280,800,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/desktop/cyber/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,cyber,mobile-s,375,667,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/mobile-s/cyber/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,cyber,tablet,768,1024,PASS,20.67,1,0,False,,docs/audits/evidence/chromium/tablet/cyber/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,earthy,desktop,1280,800,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/desktop/earthy/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,earthy,mobile-s,375,667,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/mobile-s/earthy/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,earthy,tablet,768,1024,PASS,12.17,6.08,0,False,,docs/audits/evidence/chromium/tablet/earthy/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,glass,desktop,1280,800,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/desktop/glass/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,glass,mobile-s,375,667,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/mobile-s/glass/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,glass,tablet,768,1024,PASS,18.56,1,0,False,,docs/audits/evidence/chromium/tablet/glass/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,kinetic,desktop,1280,800,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/desktop/kinetic/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,kinetic,mobile-s,375,667,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/mobile-s/kinetic/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,kinetic,tablet,768,1024,PASS,16.64,4.95,0,False,,docs/audits/evidence/chromium/tablet/kinetic/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,soft,desktop,1280,800,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/desktop/soft/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,soft,mobile-s,375,667,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/mobile-s/soft/marketing-solutions-gvteway.png
chromium,marketing,/solutions/gvteway,soft,tablet,768,1024,PASS,10.93,6.15,0,False,,docs/audits/evidence/chromium/tablet/soft/marketing-solutions-gvteway.png
